date,Open,High,Low,Close,ema_8,ema_21,ema_50,ema_200,macd,macd_signal,macd_hist,signal
2019-01-02 05:00:00,1.36416440125541,1.36416440125541,1.358955,1.3616775,1.363297510857744,1.363091093059061,1.3625407835088885,1.3560054166631366,0.0002117827379579662,0.00019438268228348052,1.740005567448568e-05,False
2019-01-02 06:00:00,1.362920950627705,1.362920950627705,1.358845,1.36019875,1.3626088973338009,1.3628281527809645,1.3624489390575596,1.356047141372956,-4.591747141113878e-05,0.00014632265154455667,-0.00019224012295569545,False
2019-01-02 07:00:00,1.3615598503138524,1.3615598503138524,1.356945,1.35909375,1.361827753481845,1.3624886616190586,1.3623173630160867,1.356077455886658,-0.00033544421696940496,4.996927784176435e-05,-0.0003854134948111693,False
2019-01-02 08:00:00,1.3603268001569262,1.362435,1.35736,1.35988875,1.3613968638192129,1.362252306017326,1.3622221232899656,1.3561153792111689,-0.0004950398812446632,-5.903255397552118e-05,-0.0004360073272691421,False
2019-01-02 09:00:00,1.3601077750784631,1.363545,1.3601077750784631,1.3625737500000001,1.36165839408161,1.362281528197569,1.3622359125727121,1.3561796416070777,-0.0004002497050359377,-0.0001272759841876045,-0.0002729737208483332,False
2019-01-02 10:00:00,1.3613407625392315,1.36328,1.3613407625392315,1.36279125,1.3619101398412523,1.3623278665432446,1.362257690511037,1.356245428755266,-0.0003040722199145751,-0.00016263523133299863,-0.00014143698858157648,False
2019-01-02 11:00:00,1.3620660062696157,1.363905,1.3620660062696157,1.3632325,1.3622039976543074,1.3624101059484042,1.3622959183341337,1.3563149518522286,-0.0001900548487236975,-0.0001681191548111384,-2.1935693912559086e-05,False
2019-01-02 12:00:00,1.362649253134808,1.364265,1.36206,1.363305,1.3624486648422391,1.3624914599530946,1.3623354901641676,1.3563845045701168,-9.277565649479236e-05,-0.0001530504551478692,6.027479865307683e-05,False
2019-01-02 13:00:00,1.362977126567404,1.366275,1.362977126567404,1.36456125,1.3629181282106304,1.3626796226846314,1.362422774863612,1.3564658652211605,8.471118250530374e-05,-0.00010549812761723461,0.00019020931012253835,False
2019-01-02 14:00:00,1.363769188283702,1.3651200000000001,1.36232,1.36374875,1.3631027108304903,1.3627768160769376,1.3624747738885683,1.3565383317363728,0.00015798763833152485,-5.280097442748272e-05,0.00021078861275900757,False
2019-01-02 15:00:00,1.363758969141851,1.363758969141851,1.35734,1.36086125,1.3626046084237147,1.3626026737063068,1.3624114984419577,1.3565813458484488,-1.674434229848032e-05,-4.558964800168224e-05,2.884530570320192e-05,False
2019-01-02 16:00:00,1.3623101095709256,1.3623101095709256,1.358045,1.359715,1.3619624732184448,1.3623401579148244,1.3623057534050182,1.3566125264867728,-0.0002448905454439654,-8.544982749013887e-05,-0.0001594407179538265,False
2019-01-02 17:00:00,1.3610125547854628,1.3610125547854628,1.35714,1.35849625,1.3611922013921236,1.3619907117407495,1.3621563611146255,1.3566312700043173,-0.000518069017475975,-0.00017197366548730612,-0.0003460953519886689,False
2019-01-02 18:00:00,1.3597544023927313,1.3597544023927313,1.35751,1.35846125,1.360585323304985,1.3616698515824994,1.3620114547964048,1.3566494787604932,-0.0007289858372450109,-0.0002833760998388471,-0.00044560973740616377,False
2019-01-02 19:00:00,1.3591078261963656,1.359655,1.358395,1.3588475,1.3601991403483216,1.3614132741659086,1.3618873781377223,1.3566713496185978,-0.0008551145611408462,-0.0003977237920992469,-0.00045739076904159924,False
2019-01-02 20:00:00,1.358977663098183,1.35976,1.358115,1.35869,1.3598637758264722,1.3611657037871896,1.3617619907597724,1.3566914356920445,-0.0009567525691944745,-0.0005095295475182924,-0.0004472230216761821,False
2019-01-02 21:00:00,1.3588338315490915,1.3593549999999999,1.35776,1.35828375,1.359512658976145,1.3609037079883541,1.36162558916135,1.3567072796155069,-0.0010578877314109114,-0.0006192011842968162,-0.0004386865471140952,False
