date,Open,High,Low,Close,ema_8,ema_21,ema_50,ema_200,macd,macd_signal,macd_hist,signal
2019-01-02 05:00:00,0.9838159524060116,0.9838159524060116,0.98169,0.9826124999999999,0.9837948503338412,0.9842390316884734,0.9851991750032745,0.9889512800957857,-0.0003480086138404337,-0.00018802385515076042,-0.00015998475868967327,False
2019-01-02 06:00:00,0.9832142262030057,0.9832142262030057,0.979665,0.98104,0.9831826613707654,0.9839482106258849,0.9850360701011853,0.9888725608908525,-0.0005591379268941044,-0.0002622466694994292,-0.00029689125739467515,False
2019-01-02 07:00:00,0.9821271131015028,0.9821271131015028,0.980555,0.98118625,0.9827390143994842,0.983697123296259,0.9848850967638839,0.9887960801854709,-0.0007065140219999488,-0.00035110013999953315,-0.0003554138820004157,False
2019-01-02 08:00:00,0.9816566815507515,0.9832099999999999,0.981015,0.9817575000000001,0.9825209000884877,0.98352079390569,0.9847624459103983,0.988726044561735,-0.000768358381162737,-0.0004345517882321739,-0.0003338065929305631,False
2019-01-02 09:00:00,0.9817070907753758,0.9839,0.981055,0.98252875,0.9825226445132682,0.9834306080960818,0.9846748499923434,0.9886643799392302,-0.0007465315015191543,-0.00049694773088957,-0.0002495837706295843,False
2019-01-02 10:00:00,0.9821179203876879,0.984415,0.9821179203876879,0.983935,0.9828365012880975,0.983476461905529,0.9846458362671535,0.9886173214323721,-0.0006087437012113339,-0.0005193069249539228,-8.943677625741114e-05,False
2019-01-02 11:00:00,0.9830264601938439,0.985135,0.9830264601938439,0.9845600000000001,0.9832195010018536,0.9835749653686627,0.9846424701390298,0.988576950074836,-0.0004439954963978421,-0.0005042446392427067,6.0249142844864584e-05,False
2019-01-02 12:00:00,0.983793230096922,0.986615,0.983793230096922,0.985335,0.9836896118903306,0.9837349685169661,0.9846696281727934,0.9885446918651362,-0.0002480361279953991,-0.00045300293699324513,0.00020496680899784604,False
2019-01-02 13:00:00,0.984564115048461,0.988505,0.984564115048461,0.9870574999999999,0.9844380314702571,0.9840370168336056,0.9847632702052328,0.9885298939361298,4.572732164187521e-05,-0.00035325688526622104,0.00039898420690809625,False
2019-01-02 14:00:00,0.9858108075242304,0.98943,0.9858108075242304,0.98858625,0.9853598578102,0.984450583485096,0.9849131909814982,0.9885304546929842,0.000397314328375975,-0.0002031426425377818,0.0006004569709137568,False
